Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5857461024498887 (0.49314220062269926),0.8372641509433962 (0.36956055436880264),0.7756410256410257 (0.4176058705917494)
Spectralis,0.9 (0.30107720274771466),0.8829787234042553 (0.32230397113945913),0.905 (0.29395073596757576)
Topcon,0.9462686567164179 (0.22582407850762717),0.9754299754299754 (0.1550011898436753),0.952 (0.21405182040380266)
