Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.3898845815689128 (0.4354149074537372),0.5203431310248561 (0.4405408453684065),0.21731103297206572 (0.3595587950675786)
Spectralis,0.40277281596268316 (0.41536978297689015),0.5635177690155652 (0.46166180233159826),0.42935190868221834 (0.4312997554196572)
Topcon,0.37835697335776786 (0.4472817413020772),0.7540320709813386 (0.39581060510239435),0.4770163264001894 (0.43278238941561475)
