Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.7528300896803557 (0.34742311427506223),0.6967811080161482 (0.4301163158840664),0.6962663399492157 (0.4236632401139584)
Spectralis,0.7785819087709699 (0.2985523688545039),0.8437463702595964 (0.3069021042484495),0.7833243801686153 (0.35999639874703715)
Topcon,0.6906562716467306 (0.3971755301622992),0.720496186404489 (0.43292850295311236),0.6713116804021411 (0.4413721064564082)
