,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Run058_final,0.191 (0.378),0.475 (0.270),0.170 (0.377),0.455 (0.418),0.533 (0.230),0.408 (0.495),0.132 (0.339),0.023 (0.032),0.134 (0.342),0.191 (0.378),0.475 (0.270),0.170 (0.377),0.455 (0.418),0.533 (0.230),0.408 (0.495),0.132 (0.339),0.023 (0.032),0.134 (0.342),0.176 (0.261),0.300 (0.187),0.078 (0.270)
