Slice,PSNR,SSIM,MSE
Cirrus_TEST006_001.tiff,23.784,0.296,0.004183643963187933
Cirrus_TEST006_002.tiff,23.614,0.294,0.004351374693214893
Cirrus_TEST006_003.tiff,23.917,0.301,0.004057823680341244
Cirrus_TEST006_004.tiff,23.441,0.288,0.004527540877461433
Cirrus_TEST006_005.tiff,23.278,0.281,0.004701058380305767
Cirrus_TEST006_006.tiff,23.819,0.3,0.004150959197431803
Cirrus_TEST006_007.tiff,23.532,0.292,0.0044335974380373955
Cirrus_TEST006_008.tiff,23.06,0.276,0.004943046718835831
Cirrus_TEST006_009.tiff,23.516,0.287,0.004450723063200712
Cirrus_TEST006_010.tiff,23.531,0.288,0.004434860311448574
Cirrus_TEST006_011.tiff,23.257,0.28,0.0047236112877726555
Cirrus_TEST006_012.tiff,23.392,0.284,0.004579086322337389
Cirrus_TEST006_013.tiff,23.178,0.276,0.0048100752755999565
Cirrus_TEST006_014.tiff,23.547,0.29,0.004418502561748028
Cirrus_TEST006_015.tiff,23.35,0.284,0.004623589105904102
Cirrus_TEST006_016.tiff,23.485,0.286,0.0044824811629951
Cirrus_TEST006_017.tiff,23.247,0.278,0.004734360612928867
Cirrus_TEST006_018.tiff,23.358,0.281,0.004615212325006723
Cirrus_TEST006_019.tiff,23.38,0.282,0.004592420998960733
Cirrus_TEST006_020.tiff,23.552,0.3,0.004413233138620853
Cirrus_TEST006_021.tiff,23.63,0.299,0.004335213452577591
Cirrus_TEST006_022.tiff,23.569,0.286,0.0043968879617750645
Cirrus_TEST006_023.tiff,23.561,0.288,0.004404270090162754
Cirrus_TEST006_024.tiff,23.552,0.297,0.004414100665599108
Cirrus_TEST006_025.tiff,23.636,0.299,0.004329513758420944
Cirrus_TEST006_026.tiff,23.436,0.282,0.004533594474196434
Cirrus_TEST006_027.tiff,23.406,0.282,0.004564379807561636
Cirrus_TEST006_028.tiff,23.927,0.311,0.004048877861350775
Cirrus_TEST006_029.tiff,23.909,0.309,0.004065530374646187
Cirrus_TEST006_030.tiff,23.861,0.31,0.00411054864525795
Cirrus_TEST006_031.tiff,23.991,0.315,0.003989615011960268
Cirrus_TEST006_032.tiff,23.731,0.304,0.004235818050801754
Cirrus_TEST006_033.tiff,23.77,0.307,0.0041973888874053955
Cirrus_TEST006_034.tiff,23.901,0.311,0.0040732333436608315
Cirrus_TEST006_035.tiff,23.639,0.3,0.004325906280428171
Cirrus_TEST006_036.tiff,23.858,0.306,0.004113720264285803
Cirrus_TEST006_037.tiff,24.031,0.313,0.003952458500862122
Cirrus_TEST006_038.tiff,23.826,0.302,0.004144187550991774
Cirrus_TEST006_039.tiff,23.725,0.296,0.004241515416651964
Cirrus_TEST006_040.tiff,23.769,0.305,0.004198306705802679
Cirrus_TEST006_041.tiff,23.729,0.304,0.004237682558596134
Cirrus_TEST006_042.tiff,24.007,0.311,0.0039747911505401134
Cirrus_TEST006_043.tiff,24.322,0.32,0.0036965564358979464
Cirrus_TEST006_044.tiff,23.716,0.301,0.0042498172260820866
Cirrus_TEST006_045.tiff,23.803,0.305,0.004166257102042437
Cirrus_TEST006_046.tiff,24.413,0.326,0.0036202191840857267
Cirrus_TEST006_047.tiff,24.601,0.335,0.003466753987595439
Cirrus_TEST006_048.tiff,24.194,0.32,0.0038070613518357277
Cirrus_TEST006_049.tiff,24.011,0.314,0.003970718011260033
Cirrus_TEST006_050.tiff,24.187,0.317,0.0038136362563818693
Cirrus_TEST006_051.tiff,24.15,0.311,0.003845946630463004
Cirrus_TEST006_052.tiff,24.252,0.323,0.003756564809009433
Cirrus_TEST006_053.tiff,24.101,0.317,0.0038898561615496874
Cirrus_TEST006_054.tiff,24.44,0.321,0.0035975927021354437
Cirrus_TEST006_055.tiff,24.047,0.31,0.0039382996037602425
Cirrus_TEST006_056.tiff,23.875,0.307,0.004097198136150837
Cirrus_TEST006_057.tiff,23.893,0.311,0.004080113954842091
Cirrus_TEST006_058.tiff,24.665,0.334,0.003415902378037572
Cirrus_TEST006_059.tiff,24.379,0.324,0.003648166311904788
Cirrus_TEST006_060.tiff,23.74,0.3,0.00422689551487565
Cirrus_TEST006_061.tiff,24.582,0.33,0.003481827909126878
Cirrus_TEST006_062.tiff,24.777,0.337,0.0033286588732153177
Cirrus_TEST006_063.tiff,24.076,0.312,0.00391198368743062
Cirrus_TEST006_064.tiff,23.697,0.302,0.004269075114279985
Cirrus_TEST006_065.tiff,24.4,0.325,0.0036309612914919853
Cirrus_TEST006_066.tiff,23.996,0.309,0.003984411712735891
Cirrus_TEST006_067.tiff,24.179,0.314,0.0038206016179174185
Cirrus_TEST006_068.tiff,24.013,0.306,0.003969417419284582
Cirrus_TEST006_069.tiff,23.604,0.293,0.004361429251730442
Cirrus_TEST006_070.tiff,24.835,0.335,0.0032850594725459814
Cirrus_TEST006_071.tiff,24.415,0.32,0.003617995185777545
Cirrus_TEST006_072.tiff,24.062,0.31,0.0039250790141522884
Cirrus_TEST006_073.tiff,24.008,0.307,0.0039739785715937614
Cirrus_TEST006_074.tiff,24.342,0.318,0.0036795230116695166
Cirrus_TEST006_075.tiff,23.443,0.289,0.0045263501815497875
Cirrus_TEST006_076.tiff,24.02,0.305,0.003962840419262648
Cirrus_TEST006_077.tiff,23.858,0.3,0.004113498609513044
Cirrus_TEST006_078.tiff,23.83,0.294,0.004139955621212721
Cirrus_TEST006_079.tiff,23.613,0.289,0.004352239891886711
Cirrus_TEST006_080.tiff,23.797,0.291,0.00417160103097558
Cirrus_TEST006_081.tiff,23.815,0.293,0.004153938964009285
Cirrus_TEST006_082.tiff,23.688,0.289,0.004277167376130819
Cirrus_TEST006_083.tiff,24.082,0.302,0.00390657689422369
Cirrus_TEST006_084.tiff,23.983,0.298,0.003996966872364283
Cirrus_TEST006_085.tiff,23.93,0.295,0.004046071320772171
Cirrus_TEST006_086.tiff,24.51,0.317,0.0035400004126131535
Cirrus_TEST006_087.tiff,24.243,0.306,0.003764566034078598
Cirrus_TEST006_088.tiff,24.704,0.323,0.0033856513909995556
Cirrus_TEST006_089.tiff,24.388,0.31,0.003641059622168541
Cirrus_TEST006_090.tiff,24.404,0.313,0.003627803875133395
Cirrus_TEST006_091.tiff,23.557,0.283,0.0044087073765695095
Cirrus_TEST006_092.tiff,24.838,0.328,0.0032828154508024454
Cirrus_TEST006_093.tiff,23.712,0.288,0.004253857769072056
Cirrus_TEST006_094.tiff,24.208,0.303,0.0037947858218103647
Cirrus_TEST006_095.tiff,23.987,0.297,0.00399313447996974
Cirrus_TEST006_096.tiff,24.246,0.306,0.003761756233870983
Cirrus_TEST006_097.tiff,23.878,0.292,0.004094231408089399
Cirrus_TEST006_098.tiff,23.519,0.281,0.004447493236511946
Cirrus_TEST006_099.tiff,23.697,0.286,0.004268379416316748
Cirrus_TEST006_100.tiff,23.551,0.283,0.004414496943354607
Cirrus_TEST006_101.tiff,23.752,0.288,0.004215004853904247
Cirrus_TEST006_102.tiff,23.459,0.279,0.004509470425546169
Cirrus_TEST006_103.tiff,23.181,0.269,0.004807617049664259
Cirrus_TEST006_104.tiff,23.382,0.274,0.00458940863609314
Cirrus_TEST006_105.tiff,23.374,0.275,0.004598541650921106
Cirrus_TEST006_106.tiff,23.422,0.274,0.0045480006374418736
Cirrus_TEST006_107.tiff,23.44,0.276,0.004528478253632784
Cirrus_TEST006_108.tiff,23.194,0.267,0.004793165251612663
Cirrus_TEST006_109.tiff,23.915,0.293,0.004059457220137119
Cirrus_TEST006_110.tiff,23.467,0.279,0.004501264542341232
Cirrus_TEST006_111.tiff,23.499,0.281,0.0044682761654257774
Cirrus_TEST006_112.tiff,23.629,0.287,0.0043361373245716095
