Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.5822993451729417 (0.3957142143640002),0.8450302390847355 (0.3418281464361194),0.921875 (0.2694226840434289)
TRAIN017,0.469790460774675 (0.4363735305806974),0.8046875 (0.39799880801467535),0.5812225823174231 (0.37419622072916187)
TRAIN019,0.5893437021877617 (0.44075729376228234),0.9765625 (0.1518828677363284),0.984375 (0.12450690143095285)
TRAIN021,0.7780174401123077 (0.3129326934394348),0.8367348369210958 (0.334191305051908),0.9375 (0.24301258837812542)
TRAIN023,0.9296875 (0.2566775528590926),0.515625 (0.5017194843185601),0.8231918167730328 (0.34027382061325)
TRAIN025,0.5500454321807745 (0.3797799389079946),0.673469387755102 (0.47380354147934284),0.7170029282569885 (0.2806411905578509)
TRAIN031,0.6938775510204082 (0.46565731465733207),0.7959183673469388 (0.4072055089639779),0.7903025712893934 (0.32994313492373495)
TRAIN035,0.2653061224489796 (0.44607128559988557),0.9151587814700847 (0.14130561715540088),0.3590882621249374 (0.3080996320567471)
TRAIN037,0.6165537320229472 (0.15881978925900647),0.9153688848018646 (0.18341419110772925),0.9387755102040817 (0.24222607082590245)
TRAIN053,0.4662372426246293 (0.316360075203758),0.5612671080743894 (0.3772162165001673),0.6565987552748993 (0.24890195731722634)
TRAIN057,0.3046875 (0.46208350048159347),0.5628404796589166 (0.3632725265939511),0.6644728953106096 (0.26977762083326146)
TRAIN060,0.3775195616108249 (0.4232565836449766),0.7421875 (0.43914902946350703),0.2734375 (0.447474870626854)
TRAIN065,0.799778409069404 (0.33022155878088366),0.890625 (0.3133354972840896),0.9765625 (0.1518828677363284)
TRAIN070,0.5981555669277441 (0.4436173100273486),0.7578125 (0.4300905187640256),0.796875 (0.40390563722177425)
