Volume,dice_SRF
TRAIN004,0.8717805317470005 (0.07362048368324885)
TRAIN007,nan (nan)
TRAIN018,nan (nan)
TRAIN022,nan (nan)
TRAIN024,nan (nan)
TRAIN026,nan (nan)
TRAIN034,nan (nan)
TRAIN040,0.7652868255972862 (0.09532150286842661)
TRAIN043,0.7857867330312729 (0.17695581551916564)
TRAIN044,0.8590655558639102 (0.15152858212483075)
TRAIN052,0.7038984161156875 (0.1935306366902889)
TRAIN054,0.7506358793803624 (0.07815786023482564)
TRAIN059,0.707498683532079 (0.14286186884340116)
TRAIN069,0.0 (0.0)
