Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5090599656663835 (0.30875431764903394),0.37285825153059493 (0.28947244056929944),0.5900722434744239 (0.24926756364944416)
Spectralis,0.6066012301399738 (0.1955131805844013),0.8824019451610378 (0.1410337879189241),0.6128200947789958 (0.17379910434186752)
Topcon,0.26196352140784956 (0.2386127986831846),0.6725870328358351 (0.2258526524174806),0.6940536155821161 (0.13370195681669575)
