,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Iteration30,0.69 (0.10),0.77 (0.06),0.65 (0.16),0.77 (0.09),0.84 (0.04),0.74 (0.11),0.84 (0.06),0.72 (0.08),0.85 (0.06),0.75 (0.08),0.79 (0.03),0.74 (0.10)
