Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.25790363871516825 (0.20448905170989193),0.20459096223398607 (0.15819820022420647),0.2686999019712202 (0.1984328232729516)
Spectralis,0.5481657292871248 (0.17843156637376664),0.7030584601064523 (0.15359339448019926),0.587143808518621 (0.17012382060120806)
Topcon,0.16844621084762357 (0.17193215872971765),0.5286945526647132 (0.2538655149313945),0.31333320780516893 (0.15461073788191693)
