Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.17073170731707318 (0.3809487514345102),0.9830508474576272 (0.12963135419615374),0.7109375 (0.4551082548383926)
TRAIN010,0.5957446808510638 (0.4933787163701951),0.90625 (0.29262590667923194),0.90625 (0.2926259066792318)
TRAIN011,0.24468085106382978 (0.43220291462960053),0.3563218390804598 (0.48168820114484834),0.27358490566037735 (0.4479162095946184)
TRAIN013,0.3804347826086957 (0.48815398634167784),0.746031746031746 (0.4387759354802626),0.8709677419354839 (0.33797230305290277)
TRAIN015,0.203125 (0.40390563722177436),1.0 (0.0),0.7954545454545454 (0.4080324573583922)
TRAIN028,0.5918367346938775 (0.49658699082414776),0.9714285714285714 (0.1690308509457033),0.868421052631579 (0.3425699874501045)
TRAIN029,0.6875 (0.47092907485988494),0.9302325581395349 (0.2577696311132336),0.9387755102040817 (0.24222607082590245)
TRAIN032,nan (nan),0.6 (0.50709255283711),0.4897959183673469 (0.5050762722761054)
TRAIN041,0.3695652173913043 (0.48802074874715057),0.9183673469387755 (0.2766416675862441),0.9795918367346939 (0.14285714285714285)
TRAIN046,0.8461538461538461 (0.3755338080994054),0.4782608695652174 (0.5050469916434667),0.6 (0.50709255283711)
TRAIN049,0.828125 (0.37875417411488516),0.8532110091743119 (0.35553007044241275),0.8787878787878788 (0.32803456987831403)
TRAIN050,0.9230769230769231 (0.26794565082283345),0.8359375 (0.3717874202104902),0.9761904761904762 (0.1533709949008578)
TRAIN051,0.6708860759493671 (0.47289395426789105),1.0 (0.0),0.828125 (0.3787541741148853)
TRAIN056,0.9459459459459459 (0.22924343513512566),0.71875 (0.4531634835874829),0.6875 (0.46717659215115687)
