Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.48214285714285715 (0.5042031130613726),0.8245614035087719 (0.3820210353075885),0.9375 (0.24301258837812542)
TRAIN017,0.8170731707317073 (0.38898566352990144),0.8671875 (0.34070546889569153),0.7931034482758621 (0.40861858377396965)
TRAIN019,0.8369565217391305 (0.3714294902410628),1.0 (0.0),0.9609375 (0.19450497433065844)
TRAIN021,0.9512195121951219 (0.2167344067548207),1.0 (0.0),1.0 (0.0)
TRAIN023,0.9375 (0.24301258837812542),0.6171875 (0.48798305362985844),0.8679245283018868 (0.34018123175779624)
TRAIN025,0.6842105263157895 (0.47756693294091923),0.8571428571428571 (0.3535533905932738),0.9 (0.3077935056255462)
TRAIN031,0.8979591836734694 (0.3058388709205983),0.9387755102040817 (0.24222607082590245),0.8787878787878788 (0.33143398263980844)
TRAIN035,0.6938775510204082 (0.465657314657332),1.0 (0.0),0.3076923076923077 (0.4803844614152614)
TRAIN037,nan (nan),0.9032258064516129 (0.3005371535187643),0.8163265306122449 (0.3912303982179758)
TRAIN053,0.38235294117647056 (0.4932702180563817),0.45098039215686275 (0.5025425550218042),0.5 (0.5075192189225523)
TRAIN057,0.6171875 (0.4879830536298585),0.5306122448979592 (0.5042337758225565),0.6764705882352942 (0.474858079933817)
TRAIN060,0.4666666666666667 (0.5016825622427262),0.796875 (0.4039056372217744),0.2734375 (0.4474748706268539)
TRAIN065,0.9479166666666666 (0.22336148028967082),1.0 (0.0),0.9765625 (0.1518828677363284)
TRAIN070,0.6464646464646465 (0.480499980104298),0.7578125 (0.4300905187640257),0.734375 (0.443400869088753)
