Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.42857142857142855 (0.49935022714588745),0.8070175438596491 (0.3963817098031648),0.78125 (0.41502300476984283)
TRAIN017,0.4024390243902439 (0.4934073042031419),0.6171875 (0.4879830536298584),0.6724137931034483 (0.4734320764739993)
TRAIN019,0.44565217391304346 (0.49976105136030813),0.953125 (0.21220162006698987),0.75 (0.43471413360133115)
TRAIN021,0.7804878048780488 (0.4164633650362829),0.8888888888888888 (0.31573481518554325),0.921875 (0.269422684043429)
TRAIN023,0.8671875 (0.34070546889569153),0.3359375 (0.4741730264946732),0.660377358490566 (0.47583095143088644)
TRAIN025,0.3684210526315789 (0.49559462778335206),0.673469387755102 (0.47380354147934284),0.85 (0.3663475485325232)
TRAIN031,0.5714285714285714 (0.5),0.7346938775510204 (0.44607128559988557),0.8787878787878788 (0.33143398263980844)
TRAIN035,0.7959183673469388 (0.40720550896397784),1.0 (0.0),0.3076923076923077 (0.48038446141526137)
TRAIN037,nan (nan),0.8709677419354839 (0.3407771005482389),0.4897959183673469 (0.5050762722761054)
TRAIN053,0.38235294117647056 (0.49327021805638177),0.47058823529411764 (0.5041008302500835),0.6176470588235294 (0.4932702180563817)
TRAIN057,0.3203125 (0.46843000888963804),0.4897959183673469 (0.5050762722761054),0.5294117647058824 (0.5066403971048988)
TRAIN060,0.3 (0.460824858880028),0.5234375 (0.5014128660143499),0.2109375 (0.4095771537596913)
TRAIN065,0.8958333333333334 (0.3070801941090227),0.9609375 (0.19450497433065847),0.984375 (0.12450690143095285)
TRAIN070,0.2828282828282828 (0.4526656657028506),0.34375 (0.47682513013096267),0.1796875 (0.3854355088676484)
