slice,dice_Background,dice_PED,voxels_Background,voxels_PED,union_Background,union_PED,intersection_Background,intersection_PED,binary_dice
Cirrus_TRAIN004_000.tiff,0.9999665021896362,0.0,253952,0,507887,17,253935,0,0.0
Cirrus_TRAIN004_001.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_002.tiff,0.9999645352363586,0.0,253952,0,507886,18,253934,0,0.0
Cirrus_TRAIN004_003.tiff,0.9999369978904724,0.0,253952,0,507872,32,253920,0,0.0
Cirrus_TRAIN004_004.tiff,0.9999291300773621,0.0,253952,0,507868,36,253916,0,0.0
Cirrus_TRAIN004_005.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_006.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_007.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_008.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_009.tiff,0.9999901652336121,0.0,253952,0,507899,5,253947,0,0.0
Cirrus_TRAIN004_010.tiff,0.9997479319572449,0.0,253952,0,507776,128,253824,0,0.0
Cirrus_TRAIN004_011.tiff,0.9995193481445312,0.0,253952,0,507660,244,253708,0,0.0
Cirrus_TRAIN004_012.tiff,0.9994244575500488,0.4767025113105774,253710,242,507346,558,253527,133,0.4767025113105774
Cirrus_TRAIN004_013.tiff,0.9988123178482056,0.41439688205718994,253586,366,506876,1028,253137,213,0.41439688205718994
Cirrus_TRAIN004_014.tiff,0.9990559816360474,0.6939820647239685,253081,871,506342,1562,252932,542,0.6939820647239685
Cirrus_TRAIN004_015.tiff,0.9985199570655823,0.35567009449005127,253213,739,506740,1164,252995,207,0.35567009449005127
Cirrus_TRAIN004_016.tiff,0.998588502407074,0.4707624018192291,253124,828,506553,1351,252919,318,0.4707624018192291
Cirrus_TRAIN004_017.tiff,0.9978967308998108,0.4763779640197754,252702,1250,505872,2032,252404,484,0.4763779640197754
Cirrus_TRAIN004_018.tiff,0.9985653162002563,0.7173489332199097,252707,1245,505339,2565,252307,920,0.7173489332199097
Cirrus_TRAIN004_019.tiff,0.9979397058486938,0.6061294078826904,252854,1098,505261,2643,252110,801,0.6061294078826904
Cirrus_TRAIN004_020.tiff,0.998223602771759,0.6960352659225464,252812,1140,504953,2951,252028,1027,0.6960352659225464
Cirrus_TRAIN004_021.tiff,0.9977495670318604,0.6805516481399536,252262,1690,504351,3553,251608,1209,0.6805516481399536
Cirrus_TRAIN004_022.tiff,0.9980074763298035,0.7145697474479675,252393,1559,504383,3521,251689,1258,0.7145697474479675
Cirrus_TRAIN004_023.tiff,0.9976927638053894,0.7281235456466675,252110,1842,503630,4274,251234,1556,0.7281235456466675
Cirrus_TRAIN004_024.tiff,0.9966412782669067,0.6645481586456299,252038,1914,502869,5035,250590,1673,0.6645481586456299
Cirrus_TRAIN004_025.tiff,0.9968866109848022,0.7012788653373718,252015,1937,502665,5239,250550,1837,0.7012788653373718
Cirrus_TRAIN004_026.tiff,0.9964316487312317,0.6863843202590942,251673,2279,502190,5714,250199,1961,0.6863843202590942
Cirrus_TRAIN004_027.tiff,0.9973824620246887,0.8031212687492371,251123,2829,501240,6664,249964,2676,0.8031212687492371
Cirrus_TRAIN004_028.tiff,0.9959582090377808,0.6950632333755493,251424,2528,501260,6644,249617,2309,0.6950632333755493
Cirrus_TRAIN004_029.tiff,0.9975767135620117,0.8438144326210022,250295,3657,500144,7760,249466,3274,0.8438144326210022
Cirrus_TRAIN004_030.tiff,0.997480034828186,0.8482218384742737,250362,3590,499609,8295,249175,3518,0.8482218384742737
Cirrus_TRAIN004_031.tiff,0.997590959072113,0.8589518070220947,250017,3935,499375,8529,249086,3663,0.8589518070220947
Cirrus_TRAIN004_032.tiff,0.9965104460716248,0.7998621463775635,250301,3651,499200,8704,248729,3481,0.7998621463775635
Cirrus_TRAIN004_033.tiff,0.9954603314399719,0.7410285472869873,249984,3968,499154,8750,248444,3242,0.7410285472869873
Cirrus_TRAIN004_034.tiff,0.996030867099762,0.8085312843322754,249225,4727,497589,10315,247807,4170,0.8085312843322754
Cirrus_TRAIN004_035.tiff,0.9963358640670776,0.8555281162261963,248225,5727,495341,12563,246763,5374,0.8555281162261963
Cirrus_TRAIN004_036.tiff,0.9961334466934204,0.8573985695838928,247849,6103,494496,13408,246292,5748,0.8573985695838928
Cirrus_TRAIN004_037.tiff,0.9965486526489258,0.8745957016944885,247555,6397,494300,13604,246297,5949,0.8745957016944885
Cirrus_TRAIN004_038.tiff,0.9965992569923401,0.8791192770004272,247151,6801,494006,13898,246163,6109,0.8791192770004272
Cirrus_TRAIN004_039.tiff,0.9962591528892517,0.8696265816688538,247268,6684,493737,14167,245945,6160,0.8696265816688538
Cirrus_TRAIN004_040.tiff,0.9953145980834961,0.8376044631004333,247161,6791,493661,14243,245674,5965,0.8376044631004333
Cirrus_TRAIN004_041.tiff,0.9948821067810059,0.8238739371299744,246682,7270,493562,14342,245518,5908,0.8238739371299744
Cirrus_TRAIN004_042.tiff,0.9946064352989197,0.8193180561065674,246480,7472,493182,14722,245261,6031,0.8193180561065674
Cirrus_TRAIN004_043.tiff,0.9932986497879028,0.7800785899162292,246418,7534,492885,15019,244791,5858,0.7800785899162292
Cirrus_TRAIN004_044.tiff,0.9930872321128845,0.7689909934997559,246401,7551,493147,14757,244869,5674,0.7689909934997559
Cirrus_TRAIN004_045.tiff,0.9947423934936523,0.826110303401947,246240,7712,492998,14906,245203,6157,0.826110303401947
Cirrus_TRAIN004_046.tiff,0.9943251013755798,0.8204600811004639,247027,6925,492342,15562,244774,6384,0.8204600811004639
