Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6542063494663284 (0.16280500113179508),0.8229603143800207 (0.11258877861923271),0.6020780817346006 (0.26959239053768125)
Spectralis,0.6792607726208095 (0.2316670144132812),0.806563478631851 (0.20225778844900266),0.6899377142061602 (0.20390669332330483)
Topcon,0.5875090057668569 (0.18800168250555796),0.5995678611703821 (0.26119213668805913),0.535744764399333 (0.19385193926033625)
