Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6130514911410072 (0.23979108190627424),0.7862286580105623 (0.12686070175097217),0.546577257331634 (0.2846902540361151)
Spectralis,0.6660460277682259 (0.15620219119335707),0.8321918432126966 (0.13635485053643936),0.7424054986900753 (0.1997323521669877)
Topcon,0.5639707439834565 (0.26391299319502626),0.7088552902384502 (0.23491449095102165),0.4527394463346429 (0.2294129441415207)
