Slice,PSNR,SSIM,MSE
Topcon_TRAIN049_001.tiff,24.018,0.298,0.003964291885495186
Topcon_TRAIN049_002.tiff,23.927,0.293,0.004048569593578577
Topcon_TRAIN049_003.tiff,24.026,0.3,0.003957116045057774
Topcon_TRAIN049_004.tiff,24.072,0.307,0.003915784880518913
Topcon_TRAIN049_005.tiff,24.096,0.303,0.0038942801766097546
Topcon_TRAIN049_006.tiff,24.19,0.326,0.003810527501627803
Topcon_TRAIN049_007.tiff,24.212,0.309,0.003791744587942958
Topcon_TRAIN049_008.tiff,24.076,0.297,0.0039116572588682175
Topcon_TRAIN049_009.tiff,24.034,0.303,0.003949914593249559
Topcon_TRAIN049_010.tiff,24.081,0.312,0.003907929640263319
Topcon_TRAIN049_011.tiff,24.075,0.314,0.0039129797369241714
Topcon_TRAIN049_012.tiff,24.067,0.315,0.003920136950910091
Topcon_TRAIN049_013.tiff,24.158,0.326,0.00383869931101799
Topcon_TRAIN049_014.tiff,24.073,0.299,0.003914589062333107
Topcon_TRAIN049_015.tiff,24.189,0.315,0.0038114949129521847
Topcon_TRAIN049_016.tiff,24.026,0.318,0.003957434557378292
Topcon_TRAIN049_017.tiff,23.974,0.293,0.004005308263003826
Topcon_TRAIN049_018.tiff,24.118,0.329,0.003874552436172962
Topcon_TRAIN049_019.tiff,24.001,0.309,0.003980391193181276
Topcon_TRAIN049_020.tiff,23.562,0.319,0.00440307566896081
Topcon_TRAIN049_021.tiff,23.501,0.332,0.004465444944798946
Topcon_TRAIN049_022.tiff,24.158,0.319,0.00383911095559597
Topcon_TRAIN049_023.tiff,23.921,0.323,0.004054598975926638
Topcon_TRAIN049_024.tiff,24.102,0.303,0.003888731589540839
Topcon_TRAIN049_025.tiff,24.022,0.332,0.003961198963224888
Topcon_TRAIN049_026.tiff,24.109,0.302,0.0038822346832603216
Topcon_TRAIN049_027.tiff,23.945,0.297,0.0040317438542842865
Topcon_TRAIN049_028.tiff,23.226,0.349,0.004758239723742008
Topcon_TRAIN049_029.tiff,23.976,0.297,0.004003552254289389
Topcon_TRAIN049_030.tiff,23.856,0.305,0.004115129355341196
Topcon_TRAIN049_031.tiff,23.653,0.345,0.0043126679956912994
Topcon_TRAIN049_032.tiff,23.878,0.335,0.004094105679541826
Topcon_TRAIN049_033.tiff,23.728,0.332,0.0042381370440125465
Topcon_TRAIN049_034.tiff,24.144,0.318,0.0038514218758791685
Topcon_TRAIN049_035.tiff,23.917,0.3,0.004057588055729866
Topcon_TRAIN049_036.tiff,24.142,0.311,0.003852986730635166
Topcon_TRAIN049_037.tiff,24.134,0.306,0.0038602908607572317
Topcon_TRAIN049_038.tiff,23.823,0.318,0.00414675660431385
