Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.8111111111111111 (0.39361318045793675),1.0 (0.0),0.8857142857142857 (0.3228028510906756)
TRAIN007,0.9056603773584906 (0.2950978288503027),0.9375 (0.2430125883781254),0.953125 (0.21220162006698995)
TRAIN018,0.936 (0.24573786190612454),0.984375 (0.12450690143095285),1.0 (0.0)
TRAIN022,0.5161290322580645 (0.508000508000762),0.84375 (0.3645188825671883),0.9765625 (0.1518828677363284)
TRAIN024,0.9453125 (0.22826265262341358),0.796875 (0.4039056372217743),0.15151515151515152 (0.3603749850782236)
TRAIN026,0.9459459459459459 (0.22924343513512563),0.9591836734693877 (0.199914947901746),1.0 (0.0)
TRAIN034,0.9444444444444444 (0.2357022603955158),1.0 (0.0),0.9795918367346939 (0.14285714285714285)
TRAIN040,0.9090909090909091 (0.29424494316824984),0.9512195121951219 (0.21808478995509084),0.9795918367346939 (0.14285714285714285)
TRAIN043,0.8709677419354839 (0.3407771005482389),0.9166666666666666 (0.28232985128663995),1.0 (0.0)
TRAIN044,0.8095238095238095 (0.40237390808147827),0.25 (0.5),0.4090909090909091 (0.5032362797401965)
TRAIN052,0.71 (0.45604802157206853),0.7478260869565218 (0.43616104905987413),0.84375 (0.3645188825671882)
TRAIN054,0.9222222222222223 (0.2693219858921545),0.9669421487603306 (0.17953106961937723),0.8828125 (0.3229074060986924)
TRAIN059,0.9019607843137255 (0.30032661958503204),0.911504424778761 (0.28527937822590826),0.90625 (0.2926259066792318)
TRAIN069,0.9921875 (0.08838834764831843),0.8492063492063492 (0.35927616825968994),0.835820895522388 (0.37323381758230967)
