Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.7944704902009108 (0.31329610522996104),0.8780959847383201 (0.2870182908333658),0.7703296402585693 (0.3826539412044888)
Spectralis,0.8071941112377206 (0.28445487783282847),0.9020584718305238 (0.22813254117339174),0.8621158075319337 (0.29555882981788884)
Topcon,0.7960212190810125 (0.32522140609409816),0.8419984917563852 (0.3456835217546726),0.8296278235065984 (0.3418196579067994)
