,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Iteration24,0.41 (0.11),0.55 (0.06),0.38 (0.13),0.49 (0.14),0.63 (0.05),0.44 (0.18),0.59 (0.12),0.57 (0.07),0.60 (0.13),0.49 (0.11),0.57 (0.05),0.47 (0.12)
