Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.6376380359870382 (0.38635626074690516),0.8223059477750212 (0.3628715948766869),0.9375 (0.24301258837812542)
TRAIN017,0.736407429096289 (0.3774543398853113),0.8671875 (0.34070546889569153),0.7186452390160412 (0.31208185192825105)
TRAIN019,0.8137497394345701 (0.3320347097807761),1.0 (0.0),0.9609375 (0.19450497433065844)
TRAIN021,0.834837308852002 (0.24866783764969502),0.9251942665141542 (0.22018280457133513),1.0 (0.0)
TRAIN023,0.9375 (0.24301258837812542),0.6171875 (0.48798305362985844),0.7980988464114489 (0.3584862917979752)
TRAIN025,0.6725433269629673 (0.3438392267015927),0.8571428571428571 (0.3535533905932738),0.8033459113568676 (0.2451687981873303)
TRAIN031,0.8979591836734694 (0.3058388709205983),0.9387755102040817 (0.24222607082590245),0.7979379904513456 (0.328717265405843)
TRAIN035,0.6938775510204082 (0.465657314657332),0.9178906508854457 (0.14146999438591626),0.513402633825127 (0.30239719942516274)
TRAIN037,0.6636187452442792 (0.1239493804973446),0.8886405649233837 (0.2535884012835649),0.8163265306122449 (0.3912303982179758)
TRAIN053,0.5277571214246564 (0.3176873251977897),0.6147302486933768 (0.3701879497485845),0.6911359145306051 (0.3014730810847199)
TRAIN057,0.6171875 (0.4879830536298585),0.6195264438865706 (0.3574851235590907),0.6061317659914494 (0.2775947847365198)
TRAIN060,0.45231601942214184 (0.43441745365918727),0.796875 (0.4039056372217744),0.2734375 (0.4474748706268539)
TRAIN065,0.8589828950352967 (0.266110465602855),1.0 (0.0),0.9765625 (0.1518828677363284)
TRAIN070,0.6181436394690536 (0.43749235921885055),0.7578125 (0.4300905187640257),0.734375 (0.443400869088753)
