Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.602079656955443 (0.23525724253293118),0.8229603143800207 (0.11258877861923271),0.653511372945642 (0.276261084681079)
TRAIN007,0.636746119260788 (0.1718219945103089),nan (nan),nan (nan)
TRAIN018,0.7391827503840128 (0.2031181609755087),nan (nan),nan (nan)
TRAIN022,0.6854991574877316 (0.10514822821180654),nan (nan),nan (nan)
TRAIN024,nan (nan),nan (nan),0.4371368375060887 (0.16233191724089144)
TRAIN026,0.8381954381863276 (0.05902967751114623),nan (nan),nan (nan)
TRAIN034,0.5335670228927366 (0.3403761296794855),nan (nan),nan (nan)
TRAIN040,0.6921311528594406 (0.16316714254428116),0.7356839962303638 (0.18889556385291362),nan (nan)
TRAIN043,0.6845448017120361 (0.16087616535632024),0.7921303671598434 (0.2026067130165385),0.6858658402298505 (0.2700535859768083)
TRAIN044,0.756642110645771 (0.12049621153231235),0.8271826707654529 (0.20507444675408343),0.6938587780351992 (0.11401470446182116)
TRAIN052,0.4324589878586786 (0.25525345696064783),0.5471405639098241 (0.1843156305453647),nan (nan)
TRAIN054,0.641453795527157 (0.1171540187028426),0.614553587777274 (0.3739206637507309),nan (nan)
TRAIN059,0.6172687264231892 (0.15811527735043238),0.669469044605891 (0.2272528628318135),nan (nan)
TRAIN069,nan (nan),0.3636363744735718 (0.5142594925527068),0.535744764399333 (0.19385193926033625)
