Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.967391304347826 (0.17858337274913308),0.8671875 (0.3407054688956916),0.9375 (0.24301258837812545)
TRAIN005,0.6953125 (0.4620835004815936),0.6575342465753424 (0.4778184825674967),0.7681159420289855 (0.4251272313441583)
TRAIN006,0.6233766233766234 (0.487716511676745),0.9296875 (0.2566775528590926),0.9140625 (0.2813730045980521)
TRAIN009,0.7692307692307693 (0.42365927286816163),0.953125 (0.21220162006698987),0.6052631578947368 (0.4909521371086315)
TRAIN020,0.13924050632911392 (0.3484094708297163),0.0 (0.0),0.0 (0.0)
TRAIN030,0.7333333333333333 (0.4497764451088036),0.8275862068965517 (0.38442587221924474),0.9411764705882353 (0.24253562503633297)
TRAIN036,0.8461538461538461 (0.36794648440311994),0.9591836734693877 (0.199914947901746),0.8979591836734694 (0.30583887092059825)
TRAIN038,0.46938775510204084 (0.5042337758225566),1.0 (0.0),0.8125 (0.40311288741492746)
TRAIN045,0.8 (0.40683810217248617),0.673469387755102 (0.47380354147934284),0.5 (0.50709255283711)
TRAIN047,0.92 (0.2768874620972691),0.8775510204081632 (0.33120066055341796),0.9795918367346939 (0.14285714285714285)
TRAIN055,0.43548387096774194 (0.49783164757901394),0.7734375 (0.4202519632297095),0.4090909090909091 (0.4954336943068622)
TRAIN058,0.8515625 (0.35693012505703176),0.875 (0.33201840381587433),0.7127659574468085 (0.4548978480516)
TRAIN061,0.8666666666666667 (0.3422237822202268),0.8545454545454545 (0.35580799119655343),0.9420289855072463 (0.2354006578914349)
TRAIN066,0.9555555555555556 (0.20723493215097802),1.0 (0.0),0.96875 (0.1746763035549529)
