,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,Run058_final,0.740 (0.370),0.431 (0.256),0.879 (0.327),0.896 (0.214),0.762 (0.173),0.957 (0.202),0.903 (0.236),0.710 (0.225),0.953 (0.211),0.307 (0.358),0.315 (0.200),0.299 (0.460),0.707 (0.410),0.580 (0.357),0.772 (0.421),0.850 (0.304),0.627 (0.202),0.900 (0.301),0.763 (0.369),0.457 (0.271),0.867 (0.339),0.870 (0.304),0.670 (0.276),0.903 (0.296),0.726 (0.433),0.538 (0.254),0.738 (0.440),0.671 (0.406),0.407 (0.253),0.793 (0.406),0.850 (0.305),0.692 (0.268),0.901 (0.299),0.816 (0.355),0.656 (0.235),0.843 (0.364),0.627 (0.380),0.542 (0.280),0.722 (0.449)
