Slice,PSNR,SSIM,MSE
Cirrus_TEST006_001.tiff,22.732,0.263,0.005330565385520458
Cirrus_TEST006_002.tiff,22.818,0.263,0.005226574372500181
Cirrus_TEST006_003.tiff,22.898,0.27,0.005131445359438658
Cirrus_TEST006_004.tiff,22.683,0.256,0.005391883663833141
Cirrus_TEST006_005.tiff,22.394,0.246,0.0057629672810435295
Cirrus_TEST006_006.tiff,22.815,0.27,0.005229894071817398
Cirrus_TEST006_007.tiff,22.666,0.259,0.005412289872765541
Cirrus_TEST006_008.tiff,22.268,0.241,0.005931476131081581
Cirrus_TEST006_009.tiff,22.682,0.257,0.005392716731876135
Cirrus_TEST006_010.tiff,22.789,0.259,0.005260881036520004
Cirrus_TEST006_011.tiff,22.497,0.247,0.005627861246466637
Cirrus_TEST006_012.tiff,22.401,0.249,0.005752854980528355
Cirrus_TEST006_013.tiff,22.412,0.244,0.005738649517297745
Cirrus_TEST006_014.tiff,22.662,0.258,0.005416911095380783
Cirrus_TEST006_015.tiff,22.512,0.251,0.005608092062175274
Cirrus_TEST006_016.tiff,22.524,0.253,0.005592843983322382
Cirrus_TEST006_017.tiff,22.583,0.249,0.005517294630408287
Cirrus_TEST006_018.tiff,22.612,0.25,0.00548072112724185
Cirrus_TEST006_019.tiff,22.241,0.247,0.0059689744375646114
Cirrus_TEST006_020.tiff,22.456,0.266,0.00568103464320302
Cirrus_TEST006_021.tiff,22.522,0.265,0.005595446098595858
Cirrus_TEST006_022.tiff,22.428,0.255,0.005717850290238857
Cirrus_TEST006_023.tiff,22.301,0.254,0.005887328181415796
Cirrus_TEST006_024.tiff,22.22,0.26,0.005997929722070694
Cirrus_TEST006_025.tiff,22.422,0.262,0.0057249972596764565
Cirrus_TEST006_026.tiff,22.253,0.247,0.005952969193458557
Cirrus_TEST006_027.tiff,22.027,0.244,0.006270929705351591
Cirrus_TEST006_028.tiff,22.536,0.275,0.005577034782618284
Cirrus_TEST006_029.tiff,22.658,0.273,0.0054230657406151295
Cirrus_TEST006_030.tiff,22.731,0.274,0.005332711152732372
Cirrus_TEST006_031.tiff,22.813,0.28,0.00523240165784955
Cirrus_TEST006_032.tiff,22.855,0.272,0.005181857384741306
Cirrus_TEST006_033.tiff,22.868,0.275,0.005166579503566027
Cirrus_TEST006_034.tiff,22.566,0.272,0.005538530182093382
Cirrus_TEST006_035.tiff,22.287,0.261,0.005906276870518923
Cirrus_TEST006_036.tiff,22.646,0.269,0.005437909625470638
Cirrus_TEST006_037.tiff,23.003,0.279,0.005008180160075426
Cirrus_TEST006_038.tiff,23.084,0.273,0.004915544297546148
Cirrus_TEST006_039.tiff,22.694,0.262,0.005377807188779116
Cirrus_TEST006_040.tiff,22.677,0.27,0.005398478824645281
Cirrus_TEST006_041.tiff,22.911,0.272,0.005116141866892576
Cirrus_TEST006_042.tiff,23.258,0.283,0.004722326062619686
Cirrus_TEST006_043.tiff,23.364,0.295,0.0046090479008853436
Cirrus_TEST006_044.tiff,22.911,0.27,0.005115984007716179
Cirrus_TEST006_045.tiff,22.823,0.27,0.005220362916588783
Cirrus_TEST006_046.tiff,23.137,0.291,0.004855789244174957
Cirrus_TEST006_047.tiff,23.068,0.297,0.004934523720294237
Cirrus_TEST006_048.tiff,23.262,0.288,0.004718052688986063
Cirrus_TEST006_049.tiff,23.135,0.279,0.004858542699366808
Cirrus_TEST006_050.tiff,23.091,0.279,0.004908072296530008
Cirrus_TEST006_051.tiff,23.139,0.277,0.004853491205722094
Cirrus_TEST006_052.tiff,23.116,0.287,0.0048795039765536785
Cirrus_TEST006_053.tiff,22.92,0.279,0.005104670766741037
Cirrus_TEST006_054.tiff,23.101,0.287,0.004896378144621849
Cirrus_TEST006_055.tiff,23.107,0.276,0.004890225362032652
Cirrus_TEST006_056.tiff,22.774,0.27,0.005279393866658211
Cirrus_TEST006_057.tiff,22.854,0.271,0.005183756817132235
Cirrus_TEST006_058.tiff,23.399,0.302,0.004571924917399883
Cirrus_TEST006_059.tiff,23.302,0.289,0.004674858413636684
Cirrus_TEST006_060.tiff,22.59,0.262,0.005507775116711855
Cirrus_TEST006_061.tiff,23.474,0.3,0.004493569955229759
Cirrus_TEST006_062.tiff,23.489,0.305,0.004477837588638067
Cirrus_TEST006_063.tiff,22.997,0.279,0.005015662405639887
Cirrus_TEST006_064.tiff,22.619,0.264,0.005471502430737019
Cirrus_TEST006_065.tiff,22.954,0.289,0.005064941942691803
Cirrus_TEST006_066.tiff,23.034,0.277,0.004972874186933041
Cirrus_TEST006_067.tiff,23.092,0.279,0.0049063521437346935
Cirrus_TEST006_068.tiff,22.99,0.271,0.005023645702749491
Cirrus_TEST006_069.tiff,22.37,0.254,0.005794191267341375
Cirrus_TEST006_070.tiff,23.192,0.306,0.004795358050614595
Cirrus_TEST006_071.tiff,23.303,0.287,0.004674369469285011
Cirrus_TEST006_072.tiff,23.063,0.275,0.004939856007695198
Cirrus_TEST006_073.tiff,23.119,0.274,0.004876033868640661
Cirrus_TEST006_074.tiff,22.987,0.285,0.005027343053370714
Cirrus_TEST006_075.tiff,22.318,0.247,0.005863618105649948
Cirrus_TEST006_076.tiff,22.492,0.261,0.005634046159684658
Cirrus_TEST006_077.tiff,22.87,0.263,0.005164314527064562
Cirrus_TEST006_078.tiff,22.869,0.258,0.005165670998394489
Cirrus_TEST006_079.tiff,22.539,0.249,0.005573561880737543
Cirrus_TEST006_080.tiff,22.74,0.255,0.005320638418197632
Cirrus_TEST006_081.tiff,22.95,0.26,0.005070088431239128
Cirrus_TEST006_082.tiff,22.927,0.257,0.005096985958516598
Cirrus_TEST006_083.tiff,23.201,0.269,0.004785200115293264
Cirrus_TEST006_084.tiff,23.045,0.263,0.004960028454661369
Cirrus_TEST006_085.tiff,22.953,0.261,0.0050668357871472836
Cirrus_TEST006_086.tiff,23.126,0.282,0.004868212155997753
Cirrus_TEST006_087.tiff,23.374,0.279,0.00459809647873044
Cirrus_TEST006_088.tiff,23.425,0.293,0.004544975236058235
Cirrus_TEST006_089.tiff,23.376,0.278,0.004595838952809572
Cirrus_TEST006_090.tiff,23.348,0.284,0.004626116249710321
Cirrus_TEST006_091.tiff,22.242,0.246,0.00596822053194046
Cirrus_TEST006_092.tiff,22.599,0.292,0.005497186444699764
Cirrus_TEST006_093.tiff,22.614,0.252,0.0054777925834059715
Cirrus_TEST006_094.tiff,23.095,0.274,0.004903378896415234
Cirrus_TEST006_095.tiff,23.374,0.272,0.004597940947860479
Cirrus_TEST006_096.tiff,23.393,0.281,0.004577836487442255
Cirrus_TEST006_097.tiff,22.965,0.261,0.005052660126239061
Cirrus_TEST006_098.tiff,22.687,0.248,0.005386664066463709
Cirrus_TEST006_099.tiff,22.886,0.256,0.00514494301751256
Cirrus_TEST006_100.tiff,22.89,0.254,0.005139913875609636
Cirrus_TEST006_101.tiff,22.937,0.257,0.005084524862468243
Cirrus_TEST006_102.tiff,22.449,0.243,0.005689427722245455
Cirrus_TEST006_103.tiff,22.192,0.231,0.006036898586899042
Cirrus_TEST006_104.tiff,22.528,0.24,0.005587713327258825
Cirrus_TEST006_105.tiff,22.616,0.242,0.005475515965372324
Cirrus_TEST006_106.tiff,22.626,0.239,0.005462417379021645
Cirrus_TEST006_107.tiff,22.553,0.24,0.005555506329983473
Cirrus_TEST006_108.tiff,22.374,0.231,0.005789375398308039
Cirrus_TEST006_109.tiff,22.74,0.26,0.0053212824277579784
Cirrus_TEST006_110.tiff,22.681,0.246,0.005393516272306442
Cirrus_TEST006_111.tiff,22.74,0.248,0.0053214323706924915
Cirrus_TEST006_112.tiff,22.628,0.253,0.005460136104375124
Cirrus_TEST006_113.tiff,22.455,0.242,0.005682298913598061
Cirrus_TEST006_114.tiff,22.656,0.25,0.00542537122964859
Cirrus_TEST006_115.tiff,22.2,0.232,0.006025186274200678
Cirrus_TEST006_116.tiff,22.607,0.253,0.005487021524459124
Cirrus_TEST006_117.tiff,22.981,0.278,0.005034189671278
Cirrus_TEST006_118.tiff,22.702,0.255,0.0053682345896959305
Cirrus_TEST006_119.tiff,23.417,0.287,0.004553268197923899
Cirrus_TEST006_120.tiff,22.997,0.274,0.005014773923903704
Cirrus_TEST006_121.tiff,22.479,0.25,0.0056502181105315685
Cirrus_TEST006_122.tiff,22.201,0.238,0.0060242279432713985
Cirrus_TEST006_123.tiff,22.785,0.252,0.005266749300062656
Cirrus_TEST006_124.tiff,22.99,0.254,0.005023838020861149
Cirrus_TEST006_125.tiff,23.016,0.258,0.004993556998670101
Cirrus_TEST006_126.tiff,23.074,0.261,0.004927137400954962
Cirrus_TEST008_001.tiff,22.985,0.272,0.005029133055359125
Cirrus_TEST008_002.tiff,23.069,0.28,0.004932620096951723
Cirrus_TEST008_003.tiff,22.93,0.269,0.00509279128164053
Cirrus_TEST008_004.tiff,22.726,0.263,0.005338214337825775
Cirrus_TEST008_005.tiff,22.75,0.263,0.005308676976710558
Cirrus_TEST008_006.tiff,23.122,0.278,0.004873171914368868
Cirrus_TEST008_007.tiff,23.437,0.296,0.0045320154167711735
Cirrus_TEST008_008.tiff,23.248,0.28,0.00473401416093111
Cirrus_TEST008_009.tiff,23.215,0.283,0.004769985564053059
Cirrus_TEST008_010.tiff,22.818,0.266,0.005226298701018095
Cirrus_TEST008_011.tiff,22.833,0.266,0.00520801218226552
Cirrus_TEST008_012.tiff,22.972,0.274,0.0050442335195839405
Cirrus_TEST008_013.tiff,22.689,0.264,0.005383683834224939
Cirrus_TEST008_014.tiff,23.028,0.278,0.0049794805236160755
Cirrus_TEST008_015.tiff,22.893,0.27,0.005137328058481216
Cirrus_TEST008_016.tiff,22.914,0.276,0.0051121958531439304
Cirrus_TEST008_017.tiff,22.5,0.258,0.005623370409011841
Cirrus_TEST008_018.tiff,22.971,0.279,0.005045241676270962
Cirrus_TEST008_019.tiff,22.936,0.272,0.005086411256343126
Cirrus_TEST008_020.tiff,22.903,0.27,0.005125557072460651
Cirrus_TEST008_021.tiff,23.378,0.298,0.0045938640832901
Cirrus_TEST008_022.tiff,23.138,0.276,0.004854980856180191
Cirrus_TEST008_023.tiff,23.288,0.281,0.00469046737998724
Cirrus_TEST008_024.tiff,23.093,0.274,0.004905523732304573
Cirrus_TEST008_025.tiff,23.019,0.271,0.004990194924175739
Cirrus_TEST008_026.tiff,22.93,0.268,0.005092957057058811
Cirrus_TEST008_027.tiff,23.18,0.276,0.004808291792869568
Cirrus_TEST008_028.tiff,23.331,0.286,0.004644325003027916
Cirrus_TEST008_029.tiff,23.378,0.285,0.00459388317540288
Cirrus_TEST008_030.tiff,23.413,0.293,0.004556972533464432
Cirrus_TEST008_031.tiff,22.83,0.271,0.005211388226598501
Cirrus_TEST008_032.tiff,23.087,0.29,0.004911930300295353
Cirrus_TEST008_033.tiff,22.627,0.265,0.005460774526000023
Cirrus_TEST008_034.tiff,22.523,0.268,0.005593125242739916
