Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.7196389820799232 (0.192021648255197),0.6867242389742065 (0.2603401920368296),0.5538720580870691 (0.2025823844674003)
Spectralis,0.6526710702271401 (0.1781180765417846),0.9141619234788613 (0.075687448907514),0.5431159128101519 (0.23856392944620963)
Topcon,0.5688186350225476 (0.21965475156195483),0.6794900684259259 (0.21334422415507473),0.6145036397303673 (0.12256833265159325)
