Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.632333408226259 (0.4198011661887876),0.6640625 (0.47417302649467324),0.4765625 (0.5014128660143498)
TRAIN005,0.265625 (0.44340086908875304),0.6398845141229685 (0.3895733481012031),0.36533897009212524 (0.39809941470346655)
TRAIN006,0.2811414992902428 (0.3589759683485665),0.8828125 (0.32290740609869234),0.359375 (0.4817026069836069)
TRAIN009,0.5292256948714567 (0.4313571437771879),0.8203125 (0.3854355088676483),0.21900384570471942 (0.3845359443047501)
TRAIN020,0.24083794379839674 (0.32167601803195706),0.6210999845061451 (0.22581402776136572),0.1805311726348009 (0.25583975368848855)
TRAIN030,0.48447530047625914 (0.4398924669832859),0.882901309704294 (0.2706178576247133),0.71720432809421 (0.32907910811580043)
TRAIN036,0.2842353357344258 (0.33167770992424744),0.8571428571428571 (0.3535533905932738),0.8571428571428571 (0.3535533905932738)
TRAIN038,0.14285714285714285 (0.3535533905932738),0.8363398505868961 (0.19953048591601114),0.4821735460843359 (0.3443144335245008)
TRAIN045,0.4232067499233752 (0.41345598422114427),0.40816326530612246 (0.4965869908241478),0.25379285649681577 (0.3822347268586708)
TRAIN047,0.6475684559162782 (0.35868253716246506),0.6938775510204082 (0.46565731465733207),0.7755102040816326 (0.42156979070537565)
TRAIN055,0.8888484169729054 (0.3054923462076559),0.921875 (0.2694226840434289),0.6826241572853178 (0.36984508351635925)
TRAIN058,0.7734375 (0.4202519632297096),0.8046875 (0.39799880801467546),0.674308352812659 (0.4060427863801358)
TRAIN061,0.6592361912189517 (0.3675842244521345),0.7705939265433699 (0.26736965564095216),0.5626422461355105 (0.37978068585675834)
TRAIN066,0.6031462904065847 (0.44052669744580747),0.984375 (0.12450690143095285),0.8828125 (0.3229074060986924)
