Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.7678571428571429 (0.4260205470320727),0.9122807017543859 (0.28413518871303123),0.7734375 (0.4202519632297096)
TRAIN017,0.7073170731707317 (0.4577940902716245),0.765625 (0.4252720296617195),0.9827586206896551 (0.13130643285972254)
TRAIN019,0.782608695652174 (0.4147311311347942),0.984375 (0.12450690143095285),0.9453125 (0.22826265262341355)
TRAIN021,0.9512195121951219 (0.21673440675482067),0.9907407407407407 (0.09622504486493762),0.9453125 (0.22826265262341355)
TRAIN023,0.9921875 (0.08838834764831843),0.671875 (0.4713755210973135),0.7358490566037735 (0.44297450840239067)
TRAIN025,0.5789473684210527 (0.5072572735017881),0.6326530612244898 (0.4870779177494949),0.75 (0.4442616583193193)
TRAIN031,0.8979591836734694 (0.30583887092059836),0.673469387755102 (0.47380354147934284),0.8181818181818182 (0.3916747259003201)
TRAIN035,0.7959183673469388 (0.4072055089639778),1.0 (0.0),0.15384615384615385 (0.3755338080994054)
TRAIN037,nan (nan),0.9032258064516129 (0.30053715351876426),0.6326530612244898 (0.48707791774949477)
TRAIN053,0.29411764705882354 (0.46249729006288026),0.3137254901960784 (0.4686233489032049),0.14705882352941177 (0.35949062795357095)
TRAIN057,0.3125 (0.4653336792785004),0.5102040816326531 (0.5050762722761054),0.6176470588235294 (0.49327021805638166)
TRAIN060,0.3333333333333333 (0.4740454631399772),0.796875 (0.4039056372217744),0.328125 (0.4713755210973134)
TRAIN065,0.90625 (0.29301068778782585),1.0 (0.0),0.890625 (0.3133354972840896)
TRAIN070,0.696969696969697 (0.4619069933449023),0.8125 (0.39184602471712543),0.328125 (0.47137552109731334)
