Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.7049180327868853 (0.45661458905401414),0.8522072936660269 (0.3552354625734555),0.7258687258687259 (0.44650666217672413)
Spectralis,0.6821705426356589 (0.46744812753714654),0.7964071856287425 (0.40388060617519295),0.75 (0.4341447631754529)
Topcon,0.8617886178861789 (0.34559030906251037),0.8673684210526316 (0.33953371639689395),0.8980044345898004 (0.30297856173198057)
