,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Iteration31,0.39 (0.11),0.60 (0.03),0.33 (0.13),0.38 (0.11),0.67 (0.08),0.26 (0.14),0.52 (0.12),0.62 (0.09),0.48 (0.15),0.44 (0.11),0.63 (0.05),0.38 (0.14)
