Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6184354168167874 (0.23778120005766593),0.7719009726273792 (0.16258726150720318),0.45420978043423316 (0.27063137596286685)
Spectralis,0.6433804344563258 (0.20084011922495346),0.8277178574026677 (0.14186353086899),0.6983376945058505 (0.22101066461533092)
Topcon,0.5731236243999638 (0.26569679392471307),0.6292036370169826 (0.3127676577316923),0.5795188915647872 (0.19553534780997675)
