Slice,PSNR,SSIM,MSE
Cirrus_TEST002_001.tiff,20.055,0.164,0.009875091724097729
Cirrus_TEST002_002.tiff,20.023,0.168,0.009946830570697784
Cirrus_TEST002_003.tiff,19.787,0.161,0.010503633879125118
Cirrus_TEST002_004.tiff,19.822,0.162,0.010418232530355453
Cirrus_TEST002_005.tiff,19.883,0.157,0.0102729182690382
Cirrus_TEST002_006.tiff,19.659,0.153,0.010817533358931541
Cirrus_TEST002_007.tiff,19.498,0.149,0.011225002817809582
Cirrus_TEST002_008.tiff,19.495,0.148,0.011234067380428314
Cirrus_TEST002_009.tiff,19.675,0.155,0.010778040625154972
Cirrus_TEST002_010.tiff,19.832,0.156,0.010395585559308529
Cirrus_TEST002_011.tiff,19.927,0.159,0.010170118883252144
Cirrus_TEST002_012.tiff,19.988,0.158,0.010028380900621414
Cirrus_TEST002_013.tiff,19.972,0.16,0.010064862668514252
Cirrus_TEST002_014.tiff,19.983,0.162,0.010038703680038452
Cirrus_TEST002_015.tiff,20.006,0.164,0.009987002238631248
Cirrus_TEST002_016.tiff,20.277,0.165,0.009383149445056915
Cirrus_TEST002_017.tiff,20.387,0.172,0.009146939031779766
Cirrus_TEST002_018.tiff,20.09,0.164,0.00979576911777258
Cirrus_TEST002_019.tiff,19.985,0.168,0.010034237056970596
Cirrus_TEST002_020.tiff,20.068,0.168,0.009845000691711903
Cirrus_TEST002_021.tiff,19.991,0.168,0.01002180203795433
Cirrus_TEST002_022.tiff,19.767,0.162,0.010550295002758503
Cirrus_TEST002_023.tiff,19.741,0.16,0.010613502003252506
Cirrus_TEST002_024.tiff,19.782,0.16,0.01051386073231697
Cirrus_TEST002_025.tiff,20.018,0.167,0.009959430433809757
Cirrus_TEST002_026.tiff,20.027,0.166,0.009938458912074566
Cirrus_TEST002_027.tiff,20.006,0.165,0.009985274635255337
Cirrus_TEST002_028.tiff,20.046,0.168,0.009894028306007385
Cirrus_TEST002_029.tiff,19.883,0.162,0.010274013504385948
Cirrus_TEST002_030.tiff,19.707,0.159,0.010696952231228352
Cirrus_TEST002_031.tiff,19.812,0.159,0.010442064143717289
Cirrus_TEST002_032.tiff,19.979,0.168,0.010048963129520416
Cirrus_TEST002_033.tiff,20.243,0.176,0.009455045685172081
Cirrus_TEST002_034.tiff,20.449,0.173,0.009017863310873508
Cirrus_TEST002_035.tiff,20.517,0.177,0.008878227323293686
Cirrus_TEST002_036.tiff,20.395,0.172,0.009131455793976784
Cirrus_TEST002_037.tiff,20.24,0.166,0.009462935850024223
Cirrus_TEST002_038.tiff,20.116,0.164,0.009736345149576664
Cirrus_TEST002_039.tiff,19.933,0.159,0.010155044496059418
Cirrus_TEST002_040.tiff,19.863,0.156,0.010320445522665977
Cirrus_TEST002_041.tiff,20.002,0.16,0.009995087049901485
Cirrus_TEST002_042.tiff,19.956,0.158,0.010101490654051304
Cirrus_TEST002_043.tiff,19.847,0.159,0.010358004830777645
Cirrus_TEST002_044.tiff,20.114,0.163,0.009740243665874004
Cirrus_TEST002_045.tiff,20.27,0.166,0.009396868757903576
Cirrus_TEST002_046.tiff,20.048,0.16,0.009890081360936165
Cirrus_TEST002_047.tiff,19.598,0.153,0.010970908217132092
Cirrus_TEST002_048.tiff,19.667,0.154,0.010796308517456055
Cirrus_TEST002_049.tiff,19.712,0.154,0.010686814785003662
Cirrus_TEST002_050.tiff,19.682,0.152,0.010759671218693256
Cirrus_TEST002_051.tiff,19.853,0.152,0.01034460961818695
Cirrus_TEST002_052.tiff,19.992,0.159,0.01001796219497919
Cirrus_TEST002_053.tiff,19.955,0.158,0.010103740729391575
Cirrus_TEST002_054.tiff,19.807,0.156,0.010453845374286175
Cirrus_TEST002_055.tiff,19.898,0.157,0.01023758016526699
Cirrus_TEST002_056.tiff,20.013,0.157,0.009969816543161869
Cirrus_TEST002_057.tiff,20.015,0.156,0.009965288452804089
Cirrus_TEST002_058.tiff,19.918,0.158,0.010189507156610489
Cirrus_TEST002_059.tiff,19.831,0.161,0.010396010242402554
Cirrus_TEST002_060.tiff,19.742,0.154,0.010612954385578632
Cirrus_TEST002_061.tiff,19.663,0.149,0.010807808488607407
Cirrus_TEST002_062.tiff,19.63,0.145,0.010890142992138863
Cirrus_TEST002_063.tiff,19.819,0.153,0.010426104068756104
Cirrus_TEST002_064.tiff,19.946,0.151,0.010124203749001026
Cirrus_TEST002_065.tiff,20.096,0.16,0.00978090614080429
Cirrus_TEST002_066.tiff,19.823,0.156,0.01041481550782919
Cirrus_TEST002_067.tiff,19.585,0.148,0.011003808118402958
Cirrus_TEST002_068.tiff,19.732,0.147,0.010636962950229645
Cirrus_TEST002_069.tiff,19.839,0.154,0.010378283448517323
Cirrus_TEST002_070.tiff,19.843,0.155,0.01036772970110178
Cirrus_TEST002_071.tiff,19.957,0.157,0.01009917352348566
Cirrus_TEST002_072.tiff,20.05,0.162,0.009886185638606548
Cirrus_TEST002_073.tiff,20.131,0.165,0.009702576324343681
Cirrus_TEST002_074.tiff,19.956,0.16,0.010101860389113426
Cirrus_TEST002_075.tiff,19.867,0.158,0.010310899466276169
Cirrus_TEST002_076.tiff,20.083,0.166,0.009811293333768845
Cirrus_TEST002_077.tiff,20.013,0.159,0.00997066404670477
Cirrus_TEST002_078.tiff,19.905,0.153,0.010221319273114204
Cirrus_TEST002_079.tiff,19.896,0.157,0.010243158787488937
Cirrus_TEST002_080.tiff,20.069,0.161,0.00984131172299385
Cirrus_TEST002_081.tiff,20.198,0.159,0.009553547948598862
Cirrus_TEST002_082.tiff,20.239,0.159,0.009463528171181679
Cirrus_TEST002_083.tiff,20.13,0.157,0.00970470067113638
Cirrus_TEST002_084.tiff,20.462,0.163,0.008991011418402195
Cirrus_TEST002_085.tiff,20.53,0.169,0.008851802907884121
Cirrus_TEST002_086.tiff,20.273,0.166,0.009391006082296371
Cirrus_TEST002_087.tiff,20.146,0.164,0.009670366533100605
Cirrus_TEST002_088.tiff,20.237,0.166,0.00946827046573162
Cirrus_TEST002_089.tiff,20.261,0.16,0.009416618384420872
Cirrus_TEST002_090.tiff,20.102,0.161,0.009768150746822357
Cirrus_TEST002_091.tiff,19.985,0.157,0.010034128092229366
Cirrus_TEST002_092.tiff,20.007,0.163,0.009982828982174397
Cirrus_TEST002_093.tiff,20.03,0.158,0.009932040236890316
Cirrus_TEST002_094.tiff,19.925,0.159,0.010173057205975056
Cirrus_TEST002_095.tiff,20.01,0.162,0.009976919740438461
Cirrus_TEST002_096.tiff,20.116,0.176,0.00973574724048376
Cirrus_TEST002_097.tiff,19.919,0.173,0.01018920075148344
Cirrus_TEST002_098.tiff,20.002,0.169,0.009995389729738235
Cirrus_TEST002_099.tiff,20.462,0.174,0.008989840745925903
Cirrus_TEST002_100.tiff,20.592,0.182,0.008725937455892563
Cirrus_TEST002_101.tiff,20.291,0.18,0.009351314976811409
Cirrus_TEST002_102.tiff,20.056,0.17,0.009871109388768673
Cirrus_TEST002_103.tiff,20.16,0.171,0.009639357216656208
Cirrus_TEST002_104.tiff,20.168,0.173,0.009620527736842632
Cirrus_TEST002_105.tiff,20.014,0.17,0.00996879581362009
Cirrus_TEST002_106.tiff,20.043,0.157,0.009901342913508415
Cirrus_TEST002_107.tiff,20.303,0.168,0.009326932951807976
Cirrus_TEST002_108.tiff,20.092,0.162,0.009791473858058453
Cirrus_TEST002_109.tiff,20.183,0.161,0.009588340297341347
Cirrus_TEST002_110.tiff,20.363,0.173,0.009198717772960663
Cirrus_TEST002_111.tiff,20.286,0.175,0.009362445212900639
Cirrus_TEST002_112.tiff,20.287,0.169,0.009360606782138348
Cirrus_TEST002_113.tiff,20.544,0.172,0.008822912350296974
Cirrus_TEST002_114.tiff,20.503,0.173,0.008906185626983643
Cirrus_TEST002_115.tiff,20.115,0.156,0.009739745408296585
Cirrus_TEST002_116.tiff,20.23,0.165,0.009483298286795616
Cirrus_TEST002_117.tiff,20.383,0.173,0.009156006388366222
Cirrus_TEST002_118.tiff,20.388,0.166,0.009146332740783691
Cirrus_TEST002_119.tiff,20.598,0.182,0.008713767863810062
Cirrus_TEST002_120.tiff,20.728,0.18,0.008457162417471409
Cirrus_TEST002_121.tiff,20.746,0.174,0.008422570303082466
Cirrus_TEST002_122.tiff,20.622,0.171,0.008665612898766994
Cirrus_TEST002_123.tiff,20.394,0.164,0.00913177989423275
Cirrus_TEST002_124.tiff,20.438,0.164,0.009040010161697865
Cirrus_TEST002_125.tiff,20.651,0.175,0.008607972413301468
Cirrus_TEST002_126.tiff,20.609,0.18,0.008692520670592785
Cirrus_TEST007_001.tiff,21.032,0.197,0.007885320112109184
Cirrus_TEST007_002.tiff,20.74,0.189,0.008432618342339993
Cirrus_TEST007_003.tiff,20.914,0.197,0.008101537823677063
Cirrus_TEST007_004.tiff,20.896,0.192,0.008135134354233742
Cirrus_TEST007_005.tiff,20.798,0.191,0.008321642875671387
Cirrus_TEST007_006.tiff,20.534,0.186,0.00884212926030159
Cirrus_TEST007_007.tiff,20.68,0.189,0.008550425991415977
Cirrus_TEST007_008.tiff,20.803,0.191,0.008311954326927662
Cirrus_TEST007_009.tiff,21.073,0.201,0.007811421528458595
Cirrus_TEST007_010.tiff,21.194,0.201,0.007596299517899752
Cirrus_TEST007_011.tiff,21.11,0.208,0.007745417766273022
Cirrus_TEST007_012.tiff,21.0,0.2,0.007942517288029194
Cirrus_TEST007_013.tiff,21.059,0.207,0.007835824973881245
Cirrus_TEST007_014.tiff,21.04,0.204,0.007871135137975216
Cirrus_TEST007_015.tiff,21.095,0.202,0.007772188633680344
Cirrus_TEST007_016.tiff,21.011,0.207,0.00792352482676506
Cirrus_TEST007_017.tiff,21.095,0.212,0.0077718389220535755
Cirrus_TEST007_018.tiff,21.087,0.215,0.007786109112203121
Cirrus_TEST007_019.tiff,21.021,0.213,0.007905198261141777
Cirrus_TEST007_020.tiff,20.948,0.204,0.008038627915084362
Cirrus_TEST007_021.tiff,20.965,0.199,0.008006683550775051
Cirrus_TEST007_022.tiff,21.172,0.208,0.007635585498064756
Cirrus_TEST007_023.tiff,21.1,0.202,0.007762332912534475
Cirrus_TEST007_024.tiff,20.972,0.195,0.007993836887180805
Cirrus_TEST007_025.tiff,20.854,0.197,0.008214733563363552
Cirrus_TEST007_026.tiff,20.802,0.192,0.0083139194175601
Cirrus_TEST007_027.tiff,20.58,0.186,0.008750800974667072
Cirrus_TEST007_028.tiff,20.575,0.189,0.00876065343618393
Cirrus_TEST007_029.tiff,21.072,0.198,0.00781334564089775
Cirrus_TEST007_030.tiff,21.159,0.199,0.00765699427574873
Cirrus_TEST007_031.tiff,20.917,0.196,0.008095979690551758
Cirrus_TEST007_032.tiff,21.125,0.199,0.00771827157586813
Cirrus_TEST007_033.tiff,21.157,0.198,0.0076618315652012825
Cirrus_TEST007_034.tiff,20.899,0.193,0.008130655623972416
Cirrus_TEST007_035.tiff,20.783,0.192,0.008349420502781868
Cirrus_TEST007_036.tiff,20.744,0.193,0.008426232263445854
Cirrus_TEST007_037.tiff,20.913,0.193,0.008103943429887295
Cirrus_TEST007_038.tiff,20.862,0.2,0.00820013228803873
Cirrus_TEST007_039.tiff,20.871,0.199,0.008182600140571594
Cirrus_TEST007_040.tiff,20.86,0.205,0.008203037083148956
Cirrus_TEST007_041.tiff,20.741,0.198,0.00843073707073927
Cirrus_TEST007_042.tiff,20.888,0.206,0.00814998522400856
Cirrus_TEST007_043.tiff,20.744,0.194,0.008424941450357437
Cirrus_TEST007_044.tiff,20.36,0.179,0.009205048903822899
Cirrus_TEST007_045.tiff,20.241,0.174,0.009460095316171646
Cirrus_TEST007_046.tiff,20.255,0.176,0.009430071339011192
Cirrus_TEST007_047.tiff,20.393,0.183,0.0091355936601758
Cirrus_TEST007_048.tiff,20.608,0.185,0.008694194257259369
Cirrus_TEST007_049.tiff,20.76,0.195,0.00839509628713131
Cirrus_TEST007_050.tiff,20.592,0.188,0.00872565433382988
Cirrus_TEST007_051.tiff,20.431,0.193,0.00905559305101633
Cirrus_TEST007_052.tiff,20.513,0.194,0.008884865790605545
Cirrus_TEST007_053.tiff,20.602,0.194,0.008705356158316135
