Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.45185259567224423 (0.43923606273393845),0.7692036438500509 (0.3559799151939947),0.6528387798556651 (0.4253985663165849)
Spectralis,0.7949148598982363 (0.2836339778891929),0.78883159787071 (0.3686269002548785),0.7307561321564171 (0.407838811562618)
Topcon,0.745556339164198 (0.3822413614301061),0.8331144365116155 (0.35385984031342566),0.6895167351301227 (0.4269171689497553)
