,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Run076111114_final,0.455 (0.487),0.605 (0.253),0.443 (0.499),0.579 (0.402),0.466 (0.171),0.648 (0.481),0.230 (0.421),0.096 (0.015),0.232 (0.424),0.455 (0.487),0.605 (0.253),0.443 (0.499),0.579 (0.402),0.466 (0.171),0.648 (0.481),0.230 (0.421),0.096 (0.015),0.232 (0.424),0.222 (0.307),0.287 (0.153),0.172 (0.380)
