Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.7555555555555555 (0.43216494747112655),1.0 (0.0),0.7428571428571429 (0.4434395736311599)
TRAIN007,0.660377358490566 (0.4781131273604884),0.921875 (0.26942268404342895),0.8984375 (0.3032590366453844)
TRAIN018,0.664 (0.4742396290974127),0.953125 (0.21220162006698987),0.9765625 (0.1518828677363284)
TRAIN022,0.3225806451612903 (0.4751909633114915),0.7890625 (0.4095771537596912),0.9296875 (0.25667755285909255)
TRAIN024,0.9609375 (0.1945049743306584),0.578125 (0.49579928311148075),0.1414141414141414 (0.35022153368278575)
TRAIN026,0.918918918918919 (0.2767247306920301),0.8979591836734694 (0.3058388709205983),0.9591836734693877 (0.19991494790174602)
TRAIN034,0.9444444444444444 (0.2357022603955158),0.9795918367346939 (0.14285714285714285),1.0 (0.0)
TRAIN040,0.9090909090909091 (0.29424494316824984),0.9024390243902439 (0.30040622902833486),0.8367346938775511 (0.37343778907995523)
TRAIN043,0.6774193548387096 (0.4751909633114914),0.9166666666666666 (0.28232985128663995),1.0 (0.0)
TRAIN044,0.6190476190476191 (0.49761335152811925),0.25 (0.5),0.4090909090909091 (0.5032362797401965)
TRAIN052,0.56 (0.4988876515698589),0.7913043478260869 (0.4081548591111202),0.65625 (0.47682513013096256)
TRAIN054,0.8666666666666667 (0.34183904485045247),1.0 (0.0),0.875 (0.3320184038158743)
TRAIN059,0.7647058823529411 (0.42840332837725),0.9380530973451328 (0.24213285316964073),0.9140625 (0.2813730045980521)
TRAIN069,0.9296875 (0.25667755285909255),0.8333333333333334 (0.37416573867739417),0.7910447761194029 (0.4096307810121215)
