Slice,PSNR,SSIM,MSE
Spectralis_TEST026_001.tiff,24.325,0.393,0.003693987149745226
Spectralis_TEST026_002.tiff,24.071,0.411,0.003916286397725344
Spectralis_TEST026_003.tiff,23.956,0.403,0.0040215314365923405
Spectralis_TEST026_004.tiff,24.146,0.422,0.003849823959171772
Spectralis_TEST026_005.tiff,24.324,0.416,0.0036945766769349575
Spectralis_TEST026_006.tiff,23.977,0.404,0.004002074711024761
Spectralis_TEST026_007.tiff,23.709,0.406,0.004257122054696083
Spectralis_TEST026_008.tiff,23.501,0.387,0.004465722944587469
Spectralis_TEST026_009.tiff,24.075,0.406,0.003913170658051968
Spectralis_TEST026_010.tiff,23.519,0.382,0.004447169601917267
Spectralis_TEST026_011.tiff,22.921,0.384,0.005104078911244869
Spectralis_TEST026_012.tiff,22.603,0.353,0.005491982214152813
Spectralis_TEST026_013.tiff,23.521,0.398,0.00444491533562541
Spectralis_TEST026_014.tiff,24.072,0.43,0.003915166947990656
Spectralis_TEST026_015.tiff,24.045,0.445,0.003940456546843052
Spectralis_TEST026_016.tiff,24.231,0.413,0.0037747155874967575
Spectralis_TEST026_017.tiff,24.264,0.407,0.0037464587949216366
Spectralis_TEST026_018.tiff,24.16,0.419,0.0038371444679796696
Spectralis_TEST026_019.tiff,24.211,0.43,0.0037920381873846054
Spectralis_TEST026_020.tiff,24.224,0.425,0.003780957544222474
Spectralis_TEST026_021.tiff,23.578,0.42,0.004387707449495792
Spectralis_TEST026_022.tiff,24.095,0.413,0.003895307658240199
Spectralis_TEST026_023.tiff,23.235,0.401,0.004748172592371702
Spectralis_TEST026_024.tiff,23.315,0.402,0.004661410581320524
Spectralis_TEST026_025.tiff,23.664,0.405,0.0043015736155211926
Spectralis_TEST026_026.tiff,24.248,0.431,0.003760203020647168
Spectralis_TEST026_027.tiff,24.024,0.44,0.003958707209676504
Spectralis_TEST026_028.tiff,23.971,0.464,0.004007788375020027
Spectralis_TEST026_029.tiff,24.262,0.457,0.003748388262465596
Spectralis_TEST026_030.tiff,24.421,0.437,0.0036132081877440214
Spectralis_TEST026_031.tiff,24.338,0.459,0.0036827283911406994
Spectralis_TEST026_032.tiff,23.814,0.445,0.004154991824179888
Spectralis_TEST026_033.tiff,23.909,0.431,0.004065702669322491
Spectralis_TEST026_034.tiff,23.997,0.431,0.0039839111268520355
Spectralis_TEST026_035.tiff,23.517,0.421,0.004449576139450073
Spectralis_TEST026_036.tiff,23.524,0.393,0.004442646633833647
Spectralis_TEST026_037.tiff,23.708,0.407,0.004257775843143463
Spectralis_TEST026_038.tiff,23.524,0.397,0.0044420757330954075
Spectralis_TEST026_039.tiff,23.534,0.403,0.004432260990142822
Spectralis_TEST026_040.tiff,23.605,0.402,0.0043602678924798965
Spectralis_TEST026_041.tiff,23.742,0.383,0.004224276170134544
Spectralis_TEST026_042.tiff,23.254,0.365,0.0047267647460103035
Spectralis_TEST026_043.tiff,23.586,0.382,0.004378967452794313
Spectralis_TEST026_044.tiff,23.55,0.398,0.004416140262037516
Spectralis_TEST026_045.tiff,23.381,0.384,0.004591412376612425
Spectralis_TEST026_046.tiff,22.757,0.375,0.005300658289343119
Spectralis_TEST026_047.tiff,22.003,0.358,0.006305518560111523
Spectralis_TEST028_001.tiff,25.43,0.54,0.0028641135431826115
Spectralis_TEST028_002.tiff,25.238,0.552,0.002993614412844181
Spectralis_TEST028_003.tiff,23.764,0.529,0.004203104414045811
Spectralis_TEST028_004.tiff,25.027,0.53,0.0031428379006683826
Spectralis_TEST028_005.tiff,24.269,0.467,0.0037422855384647846
Spectralis_TEST028_006.tiff,23.542,0.472,0.004423806443810463
Spectralis_TEST028_007.tiff,22.224,0.493,0.00599247682839632
Spectralis_TEST028_008.tiff,24.063,0.503,0.003923350945115089
Spectralis_TEST028_009.tiff,24.592,0.508,0.0034737479873001575
Spectralis_TEST028_010.tiff,24.594,0.513,0.0034721617121249437
Spectralis_TEST028_011.tiff,24.558,0.496,0.0035008531995117664
Spectralis_TEST028_012.tiff,24.621,0.492,0.0034507084637880325
Spectralis_TEST028_013.tiff,24.852,0.493,0.003271652851253748
Spectralis_TEST028_014.tiff,24.749,0.475,0.0033507959451526403
Spectralis_TEST028_015.tiff,24.666,0.481,0.0034151077270507812
Spectralis_TEST028_016.tiff,25.221,0.494,0.003005522768944502
Spectralis_TEST028_017.tiff,24.91,0.49,0.0032287449575960636
Spectralis_TEST028_018.tiff,24.499,0.469,0.003549260552972555
Spectralis_TEST028_019.tiff,24.666,0.481,0.0034147303085774183
Spectralis_TEST028_020.tiff,25.198,0.511,0.0030213147401809692
Spectralis_TEST028_021.tiff,24.664,0.503,0.003416534746065736
Spectralis_TEST028_022.tiff,24.796,0.516,0.003314584493637085
Spectralis_TEST028_023.tiff,25.003,0.522,0.003159893909469247
Spectralis_TEST028_024.tiff,24.486,0.529,0.0035598177928477526
Spectralis_TEST028_025.tiff,24.933,0.527,0.0032114675268530846
Spectralis_TEST028_026.tiff,24.692,0.546,0.003394564613699913
Spectralis_TEST028_027.tiff,25.034,0.614,0.003137387102469802
Spectralis_TEST028_028.tiff,24.516,0.642,0.00353495916351676
Spectralis_TEST028_029.tiff,26.61,0.641,0.0021827686578035355
Spectralis_TEST028_030.tiff,25.072,0.585,0.0031105303205549717
Spectralis_TEST028_031.tiff,24.627,0.584,0.0034462001640349627
Spectralis_TEST028_032.tiff,25.449,0.573,0.002851730678230524
Spectralis_TEST028_033.tiff,25.635,0.572,0.0027318859938532114
Spectralis_TEST028_034.tiff,25.82,0.563,0.002618165221065283
Spectralis_TEST028_035.tiff,25.674,0.544,0.0027074359823018312
Spectralis_TEST028_036.tiff,26.019,0.549,0.00250079738907516
Spectralis_TEST028_037.tiff,25.098,0.525,0.003091680584475398
Spectralis_TEST028_038.tiff,24.614,0.517,0.0034562284126877785
Spectralis_TEST028_039.tiff,24.542,0.491,0.0035140938125550747
Spectralis_TEST028_040.tiff,24.552,0.463,0.003506040433421731
Spectralis_TEST028_041.tiff,24.561,0.494,0.003498269012197852
Spectralis_TEST028_042.tiff,25.007,0.52,0.0031568973790854216
Spectralis_TEST028_043.tiff,25.177,0.504,0.0030357318464666605
Spectralis_TEST028_044.tiff,24.921,0.437,0.0032200412824749947
Spectralis_TEST028_045.tiff,25.833,0.544,0.0026104834396392107
Spectralis_TEST028_046.tiff,25.721,0.565,0.0026787000242620707
Spectralis_TEST028_047.tiff,25.219,0.547,0.0030069141648709774
Spectralis_TRAIN027_001.tiff,23.923,0.458,0.004052730277180672
Spectralis_TRAIN027_002.tiff,23.601,0.437,0.004364545922726393
Spectralis_TRAIN027_003.tiff,23.993,0.478,0.003987711854279041
Spectralis_TRAIN027_004.tiff,23.775,0.48,0.00419270433485508
Spectralis_TRAIN027_005.tiff,24.399,0.475,0.003631570842117071
Spectralis_TRAIN027_006.tiff,24.588,0.485,0.0034768618643283844
Spectralis_TRAIN027_007.tiff,24.08,0.435,0.003908241167664528
Spectralis_TRAIN027_008.tiff,22.941,0.388,0.005080732982605696
Spectralis_TRAIN027_009.tiff,23.517,0.417,0.004449483007192612
Spectralis_TRAIN027_010.tiff,23.518,0.426,0.004448034334927797
Spectralis_TRAIN027_011.tiff,23.579,0.444,0.00438677379861474
Spectralis_TRAIN027_012.tiff,24.121,0.447,0.0038715372793376446
Spectralis_TRAIN027_013.tiff,24.087,0.442,0.0039018532261252403
Spectralis_TRAIN027_014.tiff,23.942,0.42,0.004034132696688175
Spectralis_TRAIN027_015.tiff,23.918,0.418,0.004057189915329218
Spectralis_TRAIN027_016.tiff,23.191,0.407,0.004796222317963839
Spectralis_TRAIN027_017.tiff,23.255,0.405,0.004725723527371883
Spectralis_TRAIN027_018.tiff,22.789,0.383,0.005261119920760393
Spectralis_TRAIN027_019.tiff,22.361,0.373,0.005805679596960545
Spectralis_TRAIN027_020.tiff,22.819,0.4,0.005225478671491146
Spectralis_TRAIN027_021.tiff,23.361,0.405,0.004612105432897806
Spectralis_TRAIN027_022.tiff,22.941,0.39,0.005080065689980984
Spectralis_TRAIN027_023.tiff,22.627,0.371,0.005461365450173616
Spectralis_TRAIN027_024.tiff,22.597,0.378,0.00549929728731513
Spectralis_TRAIN027_025.tiff,23.134,0.411,0.004860013723373413
Spectralis_TRAIN027_026.tiff,23.566,0.424,0.004399127326905727
Spectralis_TRAIN027_027.tiff,23.505,0.433,0.004461466334760189
Spectralis_TRAIN027_028.tiff,23.426,0.418,0.0045432401821017265
Spectralis_TRAIN027_029.tiff,23.429,0.423,0.004540144465863705
Spectralis_TRAIN027_030.tiff,24.221,0.468,0.00378335639834404
Spectralis_TRAIN027_031.tiff,23.564,0.476,0.0044013019651174545
Spectralis_TRAIN027_032.tiff,23.99,0.459,0.003990650177001953
Spectralis_TRAIN027_033.tiff,24.256,0.471,0.0037536153104156256
Spectralis_TRAIN027_034.tiff,23.717,0.484,0.004249307792633772
Spectralis_TRAIN027_035.tiff,23.378,0.463,0.004594450816512108
Spectralis_TRAIN027_036.tiff,23.761,0.438,0.004206581506878138
Spectralis_TRAIN027_037.tiff,23.845,0.444,0.004126163199543953
Spectralis_TRAIN027_038.tiff,24.066,0.471,0.00392075814306736
Spectralis_TRAIN027_039.tiff,24.307,0.479,0.003709143726155162
Spectralis_TRAIN027_040.tiff,24.186,0.46,0.003814426716417074
Spectralis_TRAIN027_041.tiff,23.846,0.425,0.004124836530536413
Spectralis_TRAIN027_042.tiff,23.469,0.437,0.004498605150729418
Spectralis_TRAIN027_043.tiff,23.684,0.43,0.004281896632164717
Spectralis_TRAIN027_044.tiff,22.853,0.372,0.005184998270124197
Spectralis_TRAIN027_045.tiff,22.504,0.351,0.005618372466415167
Spectralis_TRAIN027_046.tiff,22.421,0.359,0.005726346280425787
Spectralis_TRAIN027_047.tiff,21.808,0.31,0.006594575010240078
Spectralis_TRAIN028_001.tiff,23.737,0.38,0.004229518584907055
Spectralis_TRAIN028_002.tiff,23.92,0.407,0.0040551722049713135
Spectralis_TRAIN028_003.tiff,23.79,0.393,0.004178079776465893
Spectralis_TRAIN028_004.tiff,22.964,0.333,0.005053421948105097
